Title,Year,Movie Rate,Comments
Recep Ivedik 5,2017,3.3,"[{'comment': 'shame of Turks', 'username': 'anboliye', 'rate': '1'}, {'comment': 'Waste of Time', 'username': 'mournfulmaniacc', 'rate': '1'}, {'comment': 'It can be a popular TV series but not a movie', 'username': 'tekobey', 'rate': '2'}, {'comment': 'Awful Movie', 'username': 'aslan-68003', 'rate': '1'}, {'comment': 'Litmus paper of Turkish inferiority complex', 'username': 'taseron-1', 'rate': '7'}, {'comment': 'Not too shabby', 'username': 'Primalshade', 'rate': '6'}, {'comment': 'Could be better..', 'username': 'mhmt_korkmaz', 'rate': '5'}, {'comment': 'Great Laugh', 'username': 'amiralaviaa', 'rate': '10'}, {'comment': 'Not As Funny As Previous Movies', 'username': 'platinumuterus', 'rate': '2'}, {'comment': 'Should we focus on western culture for reviewing a Turkish film?', 'username': 'delesp', 'rate': '7'}, {'comment': 'i laughed so hard in some parts', 'username': 'torosonce', 'rate': '9'}, {'comment': 'a silly movie', 'username': 'orancoskun', 'rate': '9'}, {'comment': 'Okay..', 'username': 'CaliforniaRoll', 'rate': '9'}, {'comment': 'Good laugh', 'username': 'mustafabulgu', 'rate': '9'}, {'comment': 'S (Itch) (eye) and T', 'username': 'mpopy1', 'rate': '9'}, {'comment': 'an excellent comedy film', 'username': 'memocakar', 'rate': '9'}, {'comment': ""I you don't know Turkish Don't watch"", 'username': 'pooya_h', 'rate': '9'}, {'comment': 'Komik eglenceli', 'username': 'alios_le_ketur', 'rate': '9'}, {'comment': 'Excellent Movies', 'username': 'filizhusnu', 'rate': '9'}]"
